"region_txt","summary"
"South Asia","01/04/2016: Assailants abducted Kali Biswas, a local trader, from Nangapa, between Dagal and Songsak, Meghalaya state, India. Biswas was killed and his body was discovered on January 12, 2016. The Garo National Liberation Army claimed responsibility for the incident and demanded a ransom in exchange for the victim."
"Middle East & North Africa","01/04/2016: Assailants attacked joint forces with explosives-laden vehicles and other explosive devices in Hadithah, Al Anbar, Iraq. At least 11 security force members and more than 100 assailants were killed and 30 members were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","01/04/2016: Assailants shot and killed Taha al-Juburi, a muezzin, in Iskandariyah, Babil, Iraq. No group claimed responsibility for the incident."
"Middle East & North Africa","01/04/2016: An explosive device detonated near a military vehicle in Arish city, North Sinai governorate, Egypt. A soldier and a civilian were injured in the blast. The Sinai Province of the Islamic State claimed responsibility for the incident."
"Western Europe","01/04/2016: Assailants opened fire on a house for asylum seekers in Dreieich, Hesse, Germany. One civilian was wounded in the attack. No group claimed responsibility for the incident."
"Sub-Saharan Africa","01/04/2016: An explosive device was discovered and defused at Gulu taxi park in Gulu, Northern region, Uganda. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was behind the attempted attack."
"Middle East & North Africa","01/04/2016: Assailants shot and killed Sheikh Ali Othman al-Gailani, a Sufi imam, in Craiter area, Aden city, Adan governorate, Yemen. No group claimed responsibility for the incident; however, sources suspected that the Adan-Abyan Province of the Islamic State was involved in the attack."
"South Asia","01/04/2016: An explosive device detonated near a vehicle transporting Aman Lashkars members outside of Deba, Federally Administered Tribal Areas, Pakistan. At least one peace committee member was wounded in the blast. No group claimed responsibility for the attack."
"Middle East & North Africa","01/04/2016: Assailants publicly stoned a woman accused of adultery in al Mukalla, Hadramawt, Yemen. The victim was killed in the attack. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident."
"South Asia","01/04/2016: Assailants shot and killed Assistant Sub-Inspector Ramesh Subba in Bhaudaha Chowk, Eastern development region, Nepal. Akhil Terai Mukti Morcha (ATMM) claimed responsibility for the incident."
"Middle East & North Africa","01/04/2016: Assailants abducted 13 Ukrainian doctors in Ras Lanuf, Sirte, Libya. The doctors were freed on May 2, 2016. No group claimed responsibility; however, sources attributed the attack to the Tripoli Province of the Islamic State."
"South Asia","01/05/2016: An explosive device planted in a garbage bin detonated near the Indian consulate in Jalalabad city, Nangarhar province, Afghanistan. There were no reported casualties. No group claimed responsibility for the incident."
"South Asia","01/24/2016: Security forces discovered and defused 85 explosive devices in an unknown number of villages in Maywand district, Kandahar province, Afghanistan. No group claimed responsibility for the incident."
"South Asia","01/05/2016: An explosive device attached to a car detonated in Wazir Akbar Khan neighborhood, Kabul city, Kabul province, Afghanistan. There were no reported casualties in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: Assailants shelled the National Oil Corporation (NOC) export terminal in Sidra, Sirte district, Libya. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Tripoli Province of the Islamic State."
"Middle East & North Africa","01/05/2016: An explosive device planted in a vehicle detonated in Adhamiya area, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a Sunni Endowment employee, was killed in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: An explosive device detonated in Hayy Ash Shuhada area, Al Biya' neighborhood, Baghdad city, Baghdad governorate, Iraq. At least two people were killed and five people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: An explosive device detonated targeting a police patrol in Mushahidah, Saladin, Iraq. At least one police officer was killed and four officers were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: An explosive device detonated near a market in Yusufiyah, Babil, Iraq. At least one person was killed and nine people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: An explosive device detonated near shops in Hayy An Nuayriyah, Baghdad al-Jadeeda, Baghdad city, Baghdad governorate, Iraq. At least two people were killed and four people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: An explosive device detonated near a cafe in Camp Sarah area, Baghdad city, Baghdad governorate, Iraq. At least one person was killed and seven people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: Assailants on a motorcycle opened fire on a police officer in Beni Suef city, Beni Suef governorate, Egypt. Sergeant Diab Abdel-Latif was killed and one civilian was wounded in the attack. No group claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: Assailants, including a suicide bomber, attacked a convoy of consisting of two governors and a security director in Inma area, Aden city, Adan governorate, Yemen. In addition to the bomber, one guard was killed and eight others were injured in the attack. The Adan-Abyan Province of the Islamic State claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: Assailants targeted military and police personnel with five explosives-laden vehicles in center of Ramadi, Al Anbar, Iraq. Casualties are unknown. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","01/05/2016: Assailants detonated explosive devices at the Ramadi Hospital in Ath Thaylah, northern Ramadi, Al Anbar, Iraq. There were no reported casualties resulting from the blasts. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
